id,name,vendor,type,segment,condition,warranty_tag,cpu,ram,ssd,gpu,screen,price,compare_at,stock_tracked,qty,url,collections,price_band
58753475,Laptop cũ Dell Latitude 5300 2in1 Core i7-8665U | 16GB | 256GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7-8665U,16GB DDR4,,Intel Graphics,13.3 inch FHD Cảm ứng,8980000,13890000,yes,2,https://laptoptv.vn/laptop-cu-dell-latitude-5300-2in1-core-i7-8665u-16gb-256gb-13-3-inch-fhd-cam-ung,laptop-2in1,5–10tr
44712989,[Like New] Dell Latitude 7400 2in1 Core i5-8365U | 16GB | 256GB | Intel UHD Graphic | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-8365U,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,9280000,12480000,yes,8,https://laptoptv.vn/laptop-cu-dell-latitude-7400-2in1-cam-ung-core-i5-8365u-ram-16gb-ssd-256gb-intel-uhd-graphic-14inch-cam-ung,laptop-2in1,5–10tr
50452813,[Like New] Dell Latitude 7420 [Vỏ Carbon] Core i5-1145G7 | 16GB | 256GB | 14.0 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-1145G7,16GB DDR4,256GB NVMe PCIe,Iris Xe Graphics,14 inch FHD,9380000,10980000,yes,5,https://laptoptv.vn/laptop-cu-dell-latitude-7420-core-i5-1145g7-16gb-256gb-14-0-inch-fhd,laptop-2in1,5–10tr
61095768,[Like New] Dell latitude 5320 2in1 Core i5-1135G7 | 16GB | 256GB | 13.3 inch FHD cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i5-1135G7,16GB DDR4,256GB Nvme,Intel Graphics,13.3 inch FHD,9680000,17420000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-5320-2in1-core-i5-1135g7-16gb-256gb-13-3-inch-fhd-cam-ung,laptop-2in1,5–10tr
45529137,Laptop cũ Dell Latitude 7390 2in1 Core i7-8650U | 16GB | 512GB | 13.3 inch Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,intel Core i7-8650U,16GB DDR4,512GB SSD NVMe PCIe,Intel Graphics,13 inch FHD Cảm ứng,9680000,14980000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7390-2in1-ca-m-u-ng-core-i7-8650u-16gb-512gb-man-hinh-13-3-inch-xoay-ga-p-360-1,laptop-2in1,5–10tr
44712828,Laptop cũ Dell Latitude 5300 2in1 Core i7-8665U | 16GB | 512GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7-8665U,16GB DDR4,512GB,Intel Graphics,13.3 inch FHD Cảm ứng,9690000,13890000,yes,3,https://laptoptv.vn/laptop-cu-dell-latitude-5300-2in1-core-i7-8665u-16gb-512gb-13-3-inch-fhd-cam-ung,laptop-2in1,5–10tr
47761519,Laptop cũ Dell Inspiron 7567 | Core i7-7700HQ | 8GB | 256GB | GTX 1050Ti,Dell,Laptop,Gaming,Cũ,,Core i7-7700HQ,,256 GB SSD NVMe PCIe,NVIDIA GTX 1050Ti,15.6 inch FHD,9880000,15680000,no,0,https://laptoptv.vn/laptop-cu-dell-inspiron-7567-core-i7-7700hq-8gb-256gb-gtx-1050ti,laptop-gaming,5–10tr
44712849,Laptop cũ Dell Latitude 5310 2in1 Core i7-10610U | 8GB | 256GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,,8GB DDR4,M.2 NMVe 256GB,Intel Graphics,"13.3"" FHD Cảm ứng",9880000,14580000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-5310-2in1-cam-ung-core-i7-10610u-8gb-256gb-man-hinh-13-3-inch-fhd-cam-ung,laptop-2in1,5–10tr
44712848,Laptop cũ Dell Latitude 5310 2in1 Core i5-10210U | 16GB | 512GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i5-10210U,16GB DDR4,SSD M.2 NMVe 512GB,Intel Graphics,"13.3"" FHD Cảm ứng",9880000,14980000,yes,4,https://laptoptv.vn/laptop-cu-dell-latitude-5310-2in1-cam-ung-core-i5-10210u-16gb-512gb-man-hinh-13-3-inch-fhd-cam-ung,laptop-2in1,5–10tr
44712630,Laptop cũ HP Elitebook 1030  X360 Core i5-7200U | 16GB 256GB | 13 icnh FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i5-7200U,8GB DDR4,SSD M.2 NMVe 256GB,Intel Graphics,"13"" FHD Cảm ứng",9880000,12480000,no,0,https://laptoptv.vn/hp-elitebook-x360-cam-ung-1030-core-i5-7200u-16gb-256gb,laptop-2in1,5–10tr
44712975,[Like New] Dell Latitude 7410 2in1 Core i5-10310U | 16GB | 256GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-10310U,16GB DDR4,SSD 256GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,9980000,16960000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7410-2in1-ca-m-u-ng-core-i5-10310u-16gb-256gb-man-hinh-14-inch-fhd-cam-ung-xoay-ga-p-360,laptop-2in1,5–10tr
44712825,[Like New] Dell latitude 5320 2in1 Core i5-1135G7 | 16GB | 512GB | 13.3 inch FHD cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i5-1135G7,16GB 3200MHz DDR4,512GB SSD NVMe PCIe,Intel Graphics,13.3 inch FHD,10280000,17980000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-5320-2in1-core-i5-1135g7-16gb-512gb-13-3-inch-fhd-cam-ung,laptop-2in1,10–15tr
76686034,[Like New] Dell Latitude 7420 [Vỏ nhôm] Core i5-1145G7 | 16GB | 256GB | 14.0 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-1145G7,16GB DDR4,256GB NVMe PCIe,Iris Xe Graphics,14 inch FHD,10390000,12980000,no,0,https://laptoptv.vn/like-new-dell-latitude-7420-vo-nhom-core-i5-1145g7-16gb-256gb-14-0-inch-fhd,laptop-2in1,10–15tr
44712980,[Like New] Dell Latitude 7400 2in1 Core i7-8665U | 16GB | 512GB | Intel UHD Graphics | 14inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-8665U,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,10680000,13480000,yes,44,https://laptoptv.vn/laptop-cu-dell-latitude-7400-2in1-cam-ung-core-i7-8665u-ram-16gb-ssd-512gb-intel-uhd-graphic-14inch-cam-ung,deal-shock|laptop-2in1,10–15tr
61095842,[Like New] Dell latitude 5320 2in1 Core i7-1185G7 | 16GB | 256GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i7-1185G7,16GB DDR4,256GB SSD NVMe PCIe,Intel Graphics,13.3 inch FHD,10680000,21230000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-5320-2in1-core-i7-1185g7-16gb-256gb-13-3-inch-fhd-cam-ung,laptop-2in1,10–15tr
44712716,Laptop cũ Dell Inspiron 7415 2in1  Ryzen 5- 5625U | 8GB | 512GB | 14 inch FHD+ Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Ryzen 5-5500U,8GB DDR4,256GB NVMe PCIe,onboard,14 inch FHD Cảm ứng,10680000,18990000,no,0,https://laptoptv.vn/dell-inspiron-7415-2in1-cam-ung-ryzen-5-5500u-8gb-256gb-xoay-ga-p-360,laptop-2in1,10–15tr
44712913,Laptop cũ HP Elitebook X360 1030 Core i7-7600U | 16GB | 256GB | 13 inch FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7-7600U,16GB DDR4,512GB NVMe,Intel Graphics,13.3 inch Cảm ứng,10880000,13980000,no,0,https://laptoptv.vn/laptop-cu-hp-elitebook-x360-cam-ung-1030-core-i7-7600u-16gb-256gb,laptop-2in1,10–15tr
44712812,Laptop cũ  Dell XPS 9365 2in1 Core i5-8200Y | 8GB | 256GB | 13.3 inch  FHD Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i5,8GB DDR4,256GB SSD NVMe PCIe,Intel Graphics,13.3 inch FHD,10880000,14980000,no,0,https://laptoptv.vn/laptop-cu-dell-xps-9365-2in1-core-i5-8200y-8gb-256gb-13-3-inch-fhd-cam-ung,laptop-2in1,10–15tr
76686395,[Like New] Dell Latitude 7420 [Vỏ nhôm] Core i5-1145G7 | 16GB | 256GB | 14.0 inch 3K,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-1145G7,16GB DDR4,256GB NVMe PCIe,Iris Xe Graphics,14 inch 3K,10890000,13980000,no,0,https://laptoptv.vn/like-new-dell-latitude-7420-vo-nhom-core-i5-1145g7-16gb-256gb-14-0-inch-3k,laptop-2in1,10–15tr
44712966,[Like New] Dell Latitude 7410 2in1 Core i7-10610U | 16GB | 256GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,10980000,16480000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7410-2in1-cam-ung-core-i5-core-i7-man-hinh-14-inch-fhd-xoay-ga-p-360,laptop-2in1,10–15tr
44712961,[Like New] Dell Latitude 7420 2in1 [vỏ carbon] Core i5-1145G7 | 16GB | 256GB | 14.0 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-1145G7,16GB DDR4,SSD 256GB NVMe,Iris Xe Graphics,14 inch FHD Cảm ứng,10980000,12980000,yes,5,https://laptoptv.vn/dell-latitude-7420-2in1-core-i5-1145g7-16gb-256gb-14-0-inch-fhd,laptop-2in1,10–15tr
44712629,Laptop cũ HP Elitebook 1040 G6 X360 Core i5-8250U | 16GB | 256GB | 14 inch FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i5-8250U,16GB DDR4 3200Mhz,SSD M.2 NMVe 256GB,Intel Graphics,14 inch,10980000,13888000,no,0,https://laptoptv.vn/hp-elitebook-x360-cam-ung-1040-core-i5-8250u-16gb-256gb,laptop-2in1,10–15tr
54982391,[LikeNew] Dell Inspiron 7415 2in1  Ryzen 7- 5700U | 16GB | 512GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,AMD Ryzen 7-5700U,16GB DDR4,512GB NVMe PCIe,onboard,14 inch FHD Cảm ứng,11280000,17960000,yes,3,https://laptoptv.vn/likenew-dell-inspiron-7415-2in1-ryzen-7-5700u-16gb-512gb-14-inch-fhd-cam-ung,deal-shock|laptop-2in1,10–15tr
44712772,Laptop cũ HP Elitebook X360 1040 G6 Core i7-8650U | 16GB | 512GB | 14 inch FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7,16GB,512GB,Intel Graphics,14 inch,11480000,14790000,no,0,https://laptoptv.vn/laptop-cu-hp-elitebook-x360-1040-g6-core-i7-8650u-16gb-512gb-14-inch-fhd,laptop-2in1,10–15tr
44712899,Laptop cũ HP Pavilion x360 Core i3-1115G4 | 8GB | 128GB | 14 inch FHD,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i3-1135G4,8GB DDR4,128GB NVMe,Intel Graphics,14 inch Cảm ứng,11650000,13980000,no,0,https://laptoptv.vn/laptop-cu-2in1-hp-pavilion-x360-cam-ung-core-i3-1115g4-8gb-128gb,laptop-2in1,10–15tr
44712822,[Like New] Dell latitude 5320 2in1 Core i7-1185G7 | 16GB | 512GB | 13.3 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i7-1185G7,16GB DDR4,512GB SSD NVMe PCIe,Intel Graphics,13.3 inch FHD,11680000,21930000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-5320-2in1-core-i7-1185g7-16gb-512gb-fhd-cam-ung,laptop-2in1,10–15tr
69475166,[Like New] Dell Latitude 7410 2in1 [Vỏ nhôm] Core i5-10310U | 16GB | 512GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-10310U,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,11780000,17860000,no,0,https://laptoptv.vn/like-new-dell-latitude-7410-2in1-vo-nhom-core-i5-10310u-16gb-512gb-14-inch-fhd-cam-ung,laptop-2in1,10–15tr
44712896,Laptop cũ HP Pavilion x360 Core I3-1215U | 8GB | 256GB | 14 inch FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i3-1215U,8GB DDR4,256GB NVMe,Intel Graphics,14 inch Cảm ứng,11790000,14880000,no,0,https://laptoptv.vn/laptop-cu-2in1-hp-pavilion-x360-cam-ung-core-i3-1215u-ssd256,laptop-2in1,10–15tr
75521373,[Like New] Dell Latitude 7410 2in1 [Vỏ nhôm] Core i7-10610U | 16GB | 256GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-10610U,16GB DDR4,256GB Nvme,Intel Graphics,14 inch FHD Cảm ứng,11890000,19380000,no,0,https://laptoptv.vn/like-new-dell-latitude-7410-2in1-vo-nhom-core-i7-10610u-16gb-256gb-14-inch-fhd-cam-ung,laptop-2in1,10–15tr
44713053,[Like New] Dell Latitude 9410 2in1 Core i5-10210U | 16GB | 256GB | 14 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Core i5- 10210U,,256GB NVMe,onboard,14inch,11980000,15980000,yes,4,https://laptoptv.vn/dell-latitude-9410-2in1-core-i5-10210u-16g-256gb-man-hinh-14-inch-fhd,laptop-2in1,10–15tr
44712703,Laptop cũ Dell Inspiron 5406 2in1 Core i3-1115G4 | 8GB | 256GB | 14 inch FHD  Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i3-1115G4,8GB DDR4,256GB NVMe PCIe,Intel Graphics,14 inch FHD+ Cảm ứng,12540000,14680000,no,0,https://laptoptv.vn/dell-inspiron-5406-2in1-ca-m-u-ng-core-i3-1115g4-8gb-256gb-xoay-ga-p-360,laptop-2in1,10–15tr
74183005,Laptop cũ Dell Inspiron 5410 Core i7-11370H | 16GB | 512GB | 14 inch FHD,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7-1195G7,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,12590000,18680000,no,0,https://laptoptv.vn/laptop-cu-dell-inspiron-5410-core-i7-11370h-16gb-512gb-14-inch-fhd,laptop-2in1,10–15tr
44712818,Laptop cũ Dell XPS 9365 2in1 Core i7-7Y75 | 16GB | 256GB | 13.3 inch Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7,16GB DDR4,256GB SSD NVMe PCIe,Intel Graphics,13.3 inch FHD,12880000,16980000,no,0,https://laptoptv.vn/laptop-cu-cao-cap-dell-xps-9365-2in1-cam-ung-core-i7-7y75-16gb-256gb-man-hinh-13-3-inch-xoay-ga-p-360,laptop-2in1,10–15tr
44713056,[Like New] Dell Latitude 9410 2in1 Core i7-10610U |  16GB | 256GB | 14 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i7- 10610U,16GB DDR4,256GB NVMe,onboard,14inch,12980000,18980000,yes,5,https://laptoptv.vn/dell-latitude-9410-2in1-core-i7-10610u-16gb-256gb-man-hinh-14-inch-fhd,deal-shock|laptop-2in1,10–15tr
53868016,[Like New] Dell Latitude 7420 [Vỏ nhôm] Core i7-1185G7 | 16GB | 512GB | 14.0 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1185G7,16GB DDR4,512GB NVMe,Iris Xe Graphics,14inch FHD,12980000,16990000,yes,3,https://laptoptv.vn/laptop-cu-dell-latitude-7420-vo-nhom-core-i7-1185g7-16gb-512gb-14-0-inch-fhd,laptop-2in1,10–15tr
44712960,[Like New] Dell Latitude 7420 2in1 [Vỏ carbon] Core i7-1185G7 | 16GB | 512GB| 14 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1145G7,16GB DDR4,512GB Nvme,Iris Xe Graphics,14 inch FHD Cảm ứng,12980000,14980000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7420-2in1-core-i7-1185g7-ram-16gb-ssd-512gb-man-14-0-inch-fhd,laptop-2in1,10–15tr
44712906,[Like New] Dell Latitude 7410 2in1 [Vỏ nhôm] Core i7-10610U | 16GB | 512GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-10610U,16GB DDR4,512GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,12980000,19860000,no,0,https://laptoptv.vn/dell-latitude-7410-2in1-ca-m-u-ng-core-i7-10610u-16gb-512gb-xoay-ga-p-360-vo-nhom,laptop-2in1,10–15tr
44713034,[Like New] Dell Latitude 9510 2in1 Core i5-10310U | 16GB | 256GB | 15.6 FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i5-10310U,16GB DDR4,256GB NVMe,Intel Graphics,15.6 inch FHD Cảm ứng,13280000,16860000,no,0,https://laptoptv.vn/dell-latitude-9510-2in1-core-i5-10310u-16gb-256gb-man-hinh-15-6-fhd-cam-ung,laptop-2in1,10–15tr
55055557,[LikeNew] Lenovo Thinkpad X1 Yoga Gen 6 2in1  Core i5-1135G7 | 16GB | 256GB | 14 inch FHD+ ( Kèm bút ),Lenovo,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i5-1135G7,16GB LPDDR4,M.2 NMVe 256GB,Intel Graphics,14 inch FHD+ Cảm ứng,13480000,22680000,yes,2,https://laptoptv.vn/likenew-lenovo-thinkpad-x1-yoga-gen-6-2in1-core-i5-1135g7-16gb-256gb-14-inch-fhd,deal-shock|laptop-2in1,10–15tr
44712956,[Like New] Dell Latitude 7420 2in1 [Vỏ nhôm] Core i7-1165G7 | 16GB | 256GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1165G7,16GB DDR4,256GB NVMe,Intel Graphics,14 inch FHD Cảm ứng,13480000,15480000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7420-2in1-cam-ung-core-i7-1165g7-16gb-256gb-xoay-ga-p-360,laptop-2in1,10–15tr
44712875,Laptop cũ Lenovo Thinkpad X1 Yoga Gen 5 Core i5-10210U | 16GB | 512GB | 14 inch FHD,Lenovo,Laptop,Xoay gập,Cũ,6 Tháng,intel Core i5-10210U,16GB LPDDR4,M.2 NMVe 512GB,Intel Graphics,14 inch FHD,13480000,22180000,no,0,https://laptoptv.vn/laptop-cu-cao-cap-lenovo-thinkpad-x1-yoga-gen-5-core-i5-10210u-16gb-512gb-cam-ung-xoay-gap-360,laptop-2in1,10–15tr
55213984,[Like New] Dell Latitude 9410 2in1 Core i7-10610U |  16GB | 512GB | 14 inch FHD,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i7- 10610U,16GB DDR4,512GB Nvme,onboard,14inch,13680000,16280000,yes,8,https://laptoptv.vn/laptop-cu-dell-latitude-9410-2in1-core-i7-10610u-16gb-512gb-14-inch-fhd,deal-shock|laptop-2in1,10–15tr
72904224,Laptop Gaming cũ Acer Nitro 5 AN515-55 Core i5-10300H | 16GB | 512GB | GTX 1650 | 15.6 inch FHD,Acer,Laptop,Gaming,Cũ,6 Tháng,Intel Core i5-10300H,16GB DDR4,512GB NVMe PCIe,NVIDIA GTX 1650,15.6 inch FHD,13680000,17160000,no,0,https://laptoptv.vn/laptop-gaming-cu-acer-nitro-5-an515-55-core-i5-10300h-16gb-512gb-gtx-1650ti-15-6-inch-fhd,laptop-gaming,10–15tr
58871527,[Like New] Dell Inspiron 5406 2in1 Core i7-1165G7 | 16GB | 512GB | 14 inch FHD  Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,intel Core i7- 1165G7,16GB DDR4,256GB NVMe PCIe,Intel Graphics,14 inch FHD+ Cảm ứng,13680000,18690000,no,0,https://laptoptv.vn/like-new-dell-inspiron-5406-2in1-core-i7-1165g7-16gb-512gb-14-inch-fhd-cam-ung,laptop-2in1,10–15tr
55827829,Laptop cũ HP Elitebook X360 1040 G7 Core i7-10610U| 16GB | 512GB | 14 inch FHD Cảm ứng,HP,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7,16GB,512GB,Intel Graphics,14 inch,13690000,18890000,no,0,https://laptoptv.vn/laptop-cu-hp-elitebook-x360-1040-g7-core-i7-10610u-16gb-512gb-14-inch-fhd-cam-ung,laptop-2in1,10–15tr
66454722,[Like New] Dell Precision 5540 Core i7- 9850H | 16GB | 512GB | T1000 | 15.6 inch FHD,Dell,Laptop,Đồ hoạ,Likenew,6 Tháng,Intel Core i7-9850H,16GB DDR4,512GB NVMe,Quardo T1000,15.6 inch FHD,13780000,20180000,no,0,https://laptoptv.vn/like-new-dell-precision-5540-core-i7-9850h-16gb-512gb-t1000-15-6-inch-fhd-1,deal-shock,10–15tr
55154886,[Like new] Dell inspiron 13 - 7391 2in1 Core i7-10510U | 16GB | 256GB |13.3 inch 4K Cảm ứng,Dell,Laptop,Laptop,Likenew,6 Tháng,Intel Core i7-10510U,,256GB NVMe PCIe,Intel Graphics,13.3 inch 4K Cảm ứng,13880000,18980000,yes,6,https://laptoptv.vn/laptop-cu-dell-inspiron-13-7391-2in1-core-i7-10510u-16gb-256-13-3-inch-4k-cam-ung,deal-shock,10–15tr
44712813,Laptop cũ  Dell XPS 9365 2in1 Core i7-8500Y | 16GB | 256GB | 13.3 inch  Cảm ứng,Dell,Laptop,Xoay gập,Cũ,6 Tháng,Intel Core i7,16GB DDR4,M.2 NMVe 256GB,Intel Graphics,13.3 inch FHD,13880000,16980000,no,0,https://laptoptv.vn/laptop-cu-cao-cap-dell-xps-9365-2in1-cam-ung-core-i7-8500y-16gb-256gb-man-hinh-13-3-inch-xoay-ga-p-360,laptop-2in1,10–15tr
55213837,[Like New] Dell Latitude 7420 2in1 [Vỏ nhôm] Core i7-1165G7 | 16GB | 512GB | 14 inch FHD Cảm ứng,Dell,Laptop,Xoay gập,Likenew,6 Tháng,Intel Core i7-1165G7,16GB DDR4,512GB Nvme,Intel Graphics,14 inch FHD Cảm ứng,13980000,16480000,no,0,https://laptoptv.vn/laptop-cu-dell-latitude-7420-2in1-vo-nhom-core-i7-1165g7-16gb-512gb-14-inch-fhd-cam-ung,laptop-2in1,10–15tr
